uniqueID,drugName,condition,review,rating,date,usefulCount
164952,Phentermine / topiramate,Weight Loss,"""I have been on the Qysmia for 3 weeks now.  I wanted  to wait a few weeks  to give a review. I have a very slow metabolism so I  did not lose as much as some in the first two weeks  upon taking.  My weight started at 198.  I am down to 193. So I  have lost  5 lbs in 3 weeks.  But that  is with  out cardio.  My  appetite  is suppressed.  Dry mouth.  So drink a lot of water. Tingling almost numbness in my feet at times but it goes away shortly after. The  medication  if not covered  or with the free trial  is expensive.  So be prepared.  I guess it  is cheaper  than weight loss surgery.  But it&#039;s no magic pill neither.  Like any other pill  you must eat right and exercise. To lose the weight.  Well that&#039;s  my take anyway.""",8,25-Dec-15,38
122860,Linaclotide,"Constipation, Chronic","""I been on it for two months. Started with the 145mg worked right of. Then the body got used to it didn&#039;t go for 2 weeks. Now on 290mg. For 2 weeks. Alright at times. But give time too see how does. The only next step I can see is surgery. But gastrointestinal doctor says no surgery too fix. 30 years off constipation. What more can I take. Only 39. Now have other medical problem from straining do much over the years.""",6,25-Jan-14,49
230126,Diflucan,Vaginal Yeast Infection,"""So much better than the creams.""",10,1-Mar-09,55
133558,Ibrance,"Breast Cancer, Metastatic","""I was prompted to write this after reading some of the negative reviews. God how I wish this would work for everyone. I have only been on it for around 7 months but my first scan was promising (I have bone metastasis and there were no new spots and previous lesions appeared smaller). I go for my next scan in a few weeks. I&#039;m so fortunate in that I&#039;ve had no side effects. Your neutrophils will dip and yes, I&#039;m tired at times but what else is new. I know that some are experiencing terrible side effects but I wanted to chime in and say that not everyone experiences them. I do take spirulina pills and they seem to help get my neutrophils where they should be (above 1.0). If you are a candidate for ibrance, count yourself lucky and try it!""",9,23-Nov-16,48
82188,Liraglutide,"Diabetes, Type 2","""have only been on victorza for a few days.  I had bad nausea and migranes then it changed to no energy at all .  I sleep till noon one day and I have 2 young kids and a full time job.  Searching for a better answer""",5,28-Jan-16,18
37843,Reclipsen,Birth Control,"""Been on Reclipsen for a few months now. Pros- lighter periods, no stomach cramps, no acne, no babies. Cons- mood swings, TERRIBLE back pain during period, lower sex drive, no weight gain (if already active).""",6,24-May-16,3
224842,Bupropion,Depression,"""F/26, Wellbutrin SR 100mg twice a day &amp; I feel so much better. I&#039;ve tried many different SS/SNRIs over the past 12 years &amp; they all made me have extreme suicidal thoughts. I had kind of given up hope on finding something that worked for me, but then a new psychiatrist recommended trying Wellbutrin. The first week or so was rough, I had blurry vision, shakes, &amp; extreme light sensitivity. Those negative side effects went away after 3 weeks. I&#039;m 3 months in &amp; my mood has significantly increased, which is just amazing because my depression worsens significantly in the winter. I feel optimistic for the future, my sex drive is better, I have more energy &amp; am more focused (I have fibromyalgia as well so this is huge for me), and I&#039;ve quit smoking!""",10,2-Jan-17,14
32516,Lisinopril,High Blood Pressure,"""I&#039;m a 27 year old white male in good shape but have always had high blood pressure...I&#039;m guessing genetic. My blood pressure would run anywhere from 130-160 over 85-105. The doctor tried a diuretic which did nothing, and then a beta blocker which had horrible side effects. They finally tried 10mg of lisinopril and wow how great! It almost immediately brought my blood pressure to 118/80&#039;s. I actually cut my dose to 2.5 mg in the morning and 2.5 mg at lunch and my blood pressure stays perfect all day and night. I have had no side effects whatsoever and wouldn&#039;t even know I was taking any medication if it weren&#039;t for my lowered blood pressure. Highly recommend!""",10,9-Dec-11,55
44150,Ethinyl estradiol / norgestimate,Birth Control,"""I don&#039;t think I noticed this at first or even realized the pill was the cause, but this pill gave me terrible headaches for 3-4 days during my period.  I am hungry and moody before my period. The period is very light, which is a plus, but I can&#039;t stand the headaches.  It feels like I have a sinus infection and taking Advil non stop doesn&#039;t help.  It&#039;s not worth it.  I would LOVE to have cramps instead of headaches.""",3,3-Dec-11,2
32822,Empagliflozin,"Diabetes, Type 2","""I have been taking Jardiance for just over a year - I have NOT experienced any side effects whatsoever - MORE importantly this drug has reduced my blood sugar levels to an average of 5 and has maintained this level, quite incredible as nothing else has worked previously - I have named Jardiance as the &quot;diabetic wonder drug&quot; although my Doctor keeps reminding me there is no such thing as a wonder drug - I disagree this is MY wonder drug - thank you Jardiance you have changed my life completely astonishing result.""",10,6-Jan-17,47
87410,Naproxen,Period Pain,"""I take all types of pain meds but Naproxen doesn&#039;t last an hour before my cramps come back. I just took one and it made my cramps worse and I&#039;m like forget naproxen. One pill doesn&#039;t do jack.""",3,3-Sep-17,1
118552,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,"""I had severe vomiting and diarhoea for 3 days caused by clarythromycin. After being treated for dehydration at the hospital, clarythormycin was replaced with doxycycline, and I have no problems since.""",2,18-Feb-17,4
149508,Mirena,Birth Control,"""I love my Mirena. I&#039;m due in February to take it out because my 5 years are up. It did not bother me at all to get it inserted. It was pretty easy, I had minor cramps after. I got it because I had gotten pregnant at 16 and had my daughter at 17. I got it because I knew my boyfriend and I were not ready for another child. On top of that from the moment I got my period it was hell. I got my period a month after insertion and ever since then it&#039;s been a smooth ride. I haven&#039;t had a period since and definitely have not gotten pregnant again. I guess its true when they say everybody takes differently to it. So come February I plan on getting it again for another 5 years. I&#039;m one happy customer.""",10,14-Jan-13,16
198022,Metoprolol,Atrial Fibrillation,"""I had my first atrial fibrillation crisis 3 moths ago. They cardioverted me, the doctor put me on metoprolol succinate ER 25mg for the first month and now I&#039;m on on metoprolol tartrate 25mg. """,10,24-Nov-11,30
54286,Naloxegol,"Constipation, Drug Induced","""I am on opoids for chronic back pain. Used Miralax and Metamucil but was bowel movements irregular and felt like I was emptying out was backing up. Tried 25mg on empty stomach at 3pm yesterday for first time. Started having cramps. Called my doc and added a suppository. Twenty minutes later had massive BM over 30 minutes. None after that. This morning, woke up in withdrawal, cold, nausea, abdominal cramps, horrible pain and feeling lousy. Odd as my last pain med dose was six hours before, and I do not get withdrawals that quickly. My morning pain meds fixed withdrawals but was still in significant pain until 1pm after second pain med dose at 12. Seems to decrease pain reducing effects of opiods.""",3,24-Sep-15,44
147353,Alprazolam,Anxiety,"""Changed my life completely, I can actually function in social settings.""",10,28-Oct-11,4
124114,Skyla,Birth Control,"""Got skyla inserted about a month ago a few days after my last period. The insertion was uncomfortable but not bad at all. Had severe cramps the first week after insertion but it was managed by ibuprofen. I&#039;ve been spotting since inserted but had one week without. Started my period last week and it&#039;s just been light, almost like spotting (very very annoying). I usually have a 5/6 day period but I&#039;m now going into day 8. Hoping the spotting stops soon so I can stop wearing pads. Good luck to all who try this!""",6,25-May-16,1
40776,Leuprolide,Uterine Fibroids,"""Received 3-month shot two weeks ago to stop heavy menstrual bleeding in preparation for a hysterectomy next month. My period started and the bleeding is just as extreme as usual. No relief in blood or pain with this drug. Have experience hot flashes (minor), headaches (minor), night sweats, nausea (moderate), and have pain in upper right back area. Will be seeing doctor later this week to get checked on. I know it&#039;s early in the process, but I&#039;m disappointed. I took it knowing about the side effects, but was willing to go along with them to get my bleeding under control and to build up my iron stores.""",1,4-May-16,16
67383,Provera,4</span> users found this comment helpful.,"""I&#039;m 24 years old and have always had a pretty regular period. I missed a period last month and immediately went to the dr to make sure everything was okay. He confirmed it was probably stress due to the numerous issues I listed and prescribed provera 10mg once a day for 10 days. He said this would make me have a period after the 10 days so that my next period wouldn&#039;t be so bad. Day 1 didn&#039;t sleep for 27 hours. Day 2 I got extremely weak but couldn&#039;t sleep at all and the cramps started rapidly. Day 3 I&#039;m in tears from all the pain and pressure in my lower stomach and back. Day 4 I can&#039;t get up from heating pad no appetite face is broken out in red blotches I&#039;m bloated and feel huge and my mood is terrible. I will not take another pill. Ever""",1,27-Mar-16,4
26839,Ulipristal,Emergency Contraception,"""This pill works!
I decided to share my experience with you because when I had unprotected sex I was searching like crazy to find out a solution.
Firstly, I had unprotectes sex august 20th, and the next day I swear, I was extremely anxious and nervous, I was about to die.. I took Ella 30 hours after, and after some days I decided that what I could do, is wait... so I stoped worrying and became comfortable, and I was waiting for my period.. finally it came a week late.
So, because I know the struggle, DO NOT PANIC, this pill is very very effective because you dont get pregrant immidietly.. but remember to always have PROTECTED sex...in case you dont ..there&#039;s ella xx""",10,8-Sep-16,10
80070,Benzonatate,Cough,"""I was prescribed benzonatate today for the third time in the last few years. I have a wicked sinus infection and hacking cough. Every time I have been prescribed benzonatate, I have had a good attitude, &quot;Maybe this time it will work.&quot; Every time I have used it, I have felt like I was given a placebo by mistake. No side effects at all, but it has never worked for me. Not working today either.  Still hacking.""",1,14-Feb-17,11
109272,Nexplanon,Birth Control,"""Brief review due to character limit:
Inserted: Feb 2014
Removed: Feb 2017

Insertion: After numbed it&#039;s painless.
Week after: great arm pain for 1 week.

Year one: constant light bleeding (pantyliner) all year long. 

Year two: Sporadic light periods lasting 1-1.5 months, then 2-3 week time of no period.

Year three: Sporadic heavy-moderate periods lasting 3 weeks avg, then 2-3 weeks of no period.

End of year 3 (last 4 months): Prescribed pill BC on top of Nexplanon-&gt;regulated my periods:
3 weeks w/pill hormone = no period. 
1 week no hormone = period.
Bad acne b/c so much hormone

TL/DR (Too long/Didn&#039;t read)
VERY sporadic/long lasting periods
When not on period BC worked as intended
Not removed earlier b/c didn&#039;t have insurance 
Removed and switched to pill BC""",4,10-Feb-17,3
150460,Sulfamethoxazole / trimethoprim,Kidney Infections,"""I had a UTI that went into a kidney infection, They put me on Bactrim, Didn&#039;t notice any side effects until a few days later, I started feeling depressed out of no where and it got worse from there, I ended up in the hospital with the worst headache of my life, I was shaking and throwing up I didn&#039;t even think it had anything to do with the Bactrim. The depression got so bad I ended up at the  psychiatric hospital, I had no idea why I was feeling like this, it was by far the worst feeling in the world, When I came home and went to see my therapist and told her what was going on she  immediately asked me what medicine they put me on and when I told her she said look up the side effects to that and sure enough everything was listed.""",5,8-Mar-17,8
126666,Eletriptan,Migraine,"""The only migraine medicine that has ever worked on me.  Now my insurance company will not cover it. Guess I will have to pay for it.  It works that good!""",10,12-Nov-13,8
126485,Brimonidine,Rosacea,"""Stay away from this medication. The 1st day used, I was impressed, but 2 days later I had a rebound and my face was burning like hell. I waited like 4 days to re-apply and see what happens, but I lost sensation on my lips and they got swollen. Then, after 24 hours the rebound got worse and was like two weeks after my skin stopped burning. I still don&#039;t understand how this product was approved by the FDA.""",1,27-Jun-16,21
140891,Escitalopram,Generalized Anxiety Disorde,"""The time I been on lexapro I had mild side effects like yawning and insomnia really bad to the point I am only sleeping five hours or so...I can say it calms you but I haven&#039;t got the full effect of getting back to my old self again...""",7,27-Apr-16,13
174752,Dulera,Asthma,"""Dulera works pretty well, do not need to use my rescue inhaler as often, but the one main downside is that it continuously causes me to have sinuitis which then causes a migraine.  I have always had bad problems with my sinuses, so am definately reconsidering continuing using this product.""",5,24-Oct-13,31
197894,Metoprolol,High Blood Pressure,"""I have been on metoprolol er 12.5mg since September 20th. The first month was great then on October 21st my resting heart rate went from 61 to 70 and when I walk it suddenly goes to 140 for no reason. I work out 6 days a week and it doesn&#039;t make any sence to me. Going back to my doctor tomorrow to figure it out. I just don&#039;t see why all of a sudden it would make things 10x worse. I didn&#039;t take it today to see if it would help. I was able to exersice without my heart rate sky rocketing to ridiculous numbers. This is the first medication like this I have ever taken. Plus the weight gain is ridiculous. I lost 15 lbs before starting this medication and less then 2 months I gained it all back.""",2,3-Nov-16,19
188158,Prempro,Postmenopausal Symptoms,"""I have been on this medication for 37 days.  My day and night sweats are no longer severe. I only toss my comforter once a night as opposed to many times.  My day sweats are no longer embarrassing, e.g. while talking with coworkers, I would without warning began to get warm, hot, and then dripping in sweat to include my hair.  My mood swings are gone, I am back to normal.  LOVING IT.""",8,20-Aug-12,80
10752,Gemfibrozil,High Cholesterol,"""I should be in a medical Journal compared to some of the other triglyceride levels I read on here...I had a staggering 8000 triglyceride level and my pancreas was inflamed and and my A1C was 12...I spent 11 days in the hospital and a month later my triglycerides are at 80 my estimated A1C level is 5.6 ...I have been off insulin for 4 weeks and I did that 2 weeks after I got out of the hospital. Gemfibrozil did the job but like the insulin im taking my self off Gemfibrozil because there are way to many side effects and I&#039;m experiencing dizziness pretty much all day. A proper diet and excercise has helped me conquer these medical conditions. Hopefully everyone on here can do the same.""",9,7-Mar-15,18
218840,Depakote,Bipolar Disorde,"""I started depakote 3,000mg straight off when I was 15 years old  I have since been taken off from it and still paying the price for it. It made me hungry constantly i gained a total of 50 pounds in 7 months I had no energy at all and no feelings no happy thoughts no sad thoughts I was literally a zombie and now I&#039;m still seeing new doctors and switching meds all the time and I&#039;ve had enough nothing is working and no one can help me I really need help and can&#039;t find it anywhere""",1,4-Oct-16,35
119356,Testosterone,"Hypogonadism, Male","""When i first started using axiron, it burned for a few minutes. I was afriad this would be the rest of my life. Nope! Two weeks later the burning stopped. I have tried testim, androgel and hated the messy applications, and feared spreading it on my nieces. This goes under my arm and I love it! It is worth the extra 30 dollars from my insurance. I do recommend!""",10,25-Feb-15,15
209413,Zomig,Migraine,"""Zomig gets rid of my migraine but it knocks me out. I take one dose and then sleep for 3 hours. Afterward the headache is gone but my joints ache and my muscles are very tender to the touch.""",7,26-Mar-14,21
37533,Vyvanse,ADHD,"""Today was my first day taking Vyvanse and wow! I usually have a sad down feeling and don&#039;t want to talk to anyone. I am a 26 year old college student. But today I actually made two new friends from class and went to lunch with them. I feel like I can walk in a room with confidence now. The only bad thing is I did have a mild headache around 9 pm. After it wore off and it only lasted around 8 hours with a dry mouth I am on the 60 mg dose. The other great thing is I actually felt like being in class today and took 7 pages of notes and sat in the very front of the class and wasn&#039;t afraid to ask questions! I&#039;m happy to have found Vyvanse and paying attention is so much easier now. Highly recommended for people with ADD.""",9,31-Aug-11,11
68799,Medroxyprogesterone,Abnormal Uterine Bleeding,"""I got my 1st depo injection in the middle of June.  I started bleeding in the middle of July and didn&#039;t stop until the one week after my 2nd injection.  One week prior to the date my 2nd injection was due I started bleeding like a period.  My bleeding has stopped for the most part.  I get a little bit of traces here and there but nothing too noticeable.  The two months of bleeding was worth it to make this monthly delight end.""",8,26-Sep-16,6
214514,Tioconazole,Vaginal Yeast Infection,"""This product is very good. I have problems with yeast due to periods and eating starchy products. This products works rapidly. I recommend this product 100%.""",10,6-Dec-09,25
180783,Solodyn,Acne,"""I began seeing positive results from Solodyn after just a few weeks. I get an occasional zit, but nothing like what I had just a few shorts months ago. Would definitely recommend!""",8,20-Jun-12,12
70026,Efavirenz / emtricitabine / tenofovir,HIV Infection,"""Week 4 and only feel a little confused in the mornings as a side effect, it&#039;s working fantastic for me""",10,26-Feb-16,3
58467,Jolivette,Birth Control,"""I started taking Jolivette 5 months ago. First, to all you breastfeeding moms out there, I have had NO decrease in milk supply. And that from a woman who had to supplement with first 2 babies within their first 3 months because of low supply and low weight gain. My 3rd baby is now 5 1/2 months old and still exclusively breastfed and gaining weight beautifully. So it doesn&#039;t always affect milk supply.  I&#039;ve taken different BC pills before and always suffered severe anxiety and depression just before starting my period. I was worried about starting another pill but haven&#039;t had any problems yet. My first month on these pills I had a heavy period, but haven&#039;t had another one since. I&#039;m pretty happy with these pills""",8,3-Nov-17,1
97654,Methimazole,Hyperthyroidism,"""My 6yr old daughter and I have been dealing with this medication for 2yrs now and now that she is off of it and getting ready for the surgery she has been wetting the bed at night and also getting bloody noses is this normal for this medication? I am at a lost here I need to help my baby but idk how doctors are saying that they don&#039;t think it&#039;s from this medication but I really think it is""",4,11-Jul-16,3
109444,Nexplanon,Birth Control,"""I have had my Nexplanon implant in since early 2014. I rarely ever experienced spotting, maybe 2 or 3 times this whole time. Never had a period or pregnancy scare. I am due to have it removed early next year since that will be the 3 year mark.  

As of last week I started noticing brown &quot;old blood&quot; after intercourse, not much. By this point I have noticed more blood during intercourse which is off putting at that moment.  
I&#039;ll be scheduling an appointment with my doctor soon.""",7,17-Dec-16,6
161327,Ortho Tri-Cyclen,Birth Control,"""I am 25 years old and have been taking this for over 2 years now. 2 years ago I was 145 lbs and now I am 165 and miserable. My husband and I have been dieting and exercising for the past year and half and I have only gained weight, never lost. I finally went to my doctor with the following symptoms: tired all the time even with 10 hours of sleep, mood swing (which effect my relationship), depression, sadness (for no reason), crying out of no where, weight gain and inability to loose weight, bad skin. All of those symptoms are also what people with Thyroid issues have. Well I get my thyroid tested this past week and its normal. I read these reviews and bam! I am getting off this immediately and I am really upset I did not read these sooner.""",1,18-Feb-16,13
80410,Aleve,Back Pain,"""I love Aleve! It makes all my lower back pain disappear, I feel like a new person.""",10,12-Aug-10,41
53708,Tylenol with Codeine #3,Cough,"""Tylenol with codeine #3 does not work for my cough due to bronchitis. I took the meds as prescribed for two weeks. Never worked.""",1,23-Feb-15,16
45291,Fluoxetine,Depression,"""After being suicidal for many months and self harming in addition to extreme anxiety. I had taken Prozac  6 years earlier and didn&#039;t work at all has NOW almost eliminated my depression. I feel happier than I have in years. The only downside is I have gained about 20 lbs. My lowest weight was 133, considered healthy for someone 5&#039;7 and athletic, but despite my clean eating and exercise I&#039;ve blown up to 163 lbs in 2 years and nothing seems to get the weight off. This has been my only negative side effect. I choose my mental health over my body image although I also have an eating disorder BDD.""",8,1-Feb-16,5
178948,Victoza,"Diabetes, Type 2","""I&#039;ve been on Victoza for 13 days and have lost 8lbs. I&#039;ve also been following a low carb diet maintaining 50g of carbs on a daily basis. I&#039;ve also worked out only mildly at 2-3 times a week so far.  Feeling great, lots of energy.  Only side effects were nausea the first 2 days and some mild constipation.""",10,29-Nov-10,6
215167,Lubiprostone,Irritable Bowel Syndrome,"""This drug had no effect on me except for a very strange taste in my mouth. I stopped taking this after 3 weeks. I was on a low dose. Will go to specialist soon to discuss.""",1,21-Feb-16,9
25745,Ethinyl estradiol / norelgestromin,Birth Control,"""The first day I used it, I felt terribly sick, the following days I didnt even notice I was wearing the patch. I&#039;ve been using it fow two years now, it&#039;s just wonderful.""",10,11-Mar-15,8
16048,Ethinyl estradiol / norethindrone,Birth Control,"""This birthcontrol is terrible! I am 28 years old was given this since I was diagnosed with PCOS. I took it for 3 weeks and stopped. The 2nd week I was bleeding, bad cramping, and clotting as well...I just assumed it was my body getting used to it after that I got bad bloating to the point that my bladder had pressure on it and I felt the full urgency feeling but did not have a UTI! I had horrible depression and anxiety as well ( i am not a anxious or depressed person) It drove me NUTS!!!!!!!  I stopped taking it and it took 4 days to get out my system and have me feel back to normal! I have some zits now from it as well but that&#039;s better than all that other crazy stuff...""",1,6-Jun-16,4
5477,Sovaldi,Hepatitis C,"""My father has started the treatment 2 months ago, and the virus in your blood lowed. However, the sides effects has being terrible. My father feel worse now than before the treatment. He has cognitives problems now, problems to speak, he lost interest in everything. We did a magnetic ressonation in your brain and they found a tumor probably linked to the medicine. My father is transplanted, now we are trying to figure out this, because he cant do the treatment to solve the tumor.""",1,10-Aug-16,4
232066,Trazodone,Depression,"""It has worked so far for me and I would recommend it to anyone suffering with depression.""",7,25-Jul-08,99
39880,Contrave,Obesity,"""I have only been on this med for two and a half weeks and have already lost eight pounds!  Before I started taking Contrave, losing weight was an impossibility.  I am on meds that make me gain weight and I tend to binge eat.  I am now making healthy choices and my portions are half of what they used to be and I feel full.  Sometimes I notice a bad side effect. But the overall effect of this medication has been great!  I have less depression and more motivation.  Even my light workouts are better.  I feel so pumped to see what the course of treatment brings!  Losing weight for me is priceless.  I have fatty liver disease, high blood pressure and a back injury.  All would be a lot better if I lost weight.  So far so good!""",8,6-Sep-15,29
205953,Pristiq,Depression,"""This will be my third week on Pristiq 50mg and so far I&#039;m feeling quite positive and free of depressive feelings, however that&#039;s only if I get a good night&#039;s sleep. I have tried one Temazapam which works well but after the third day the build up in my system makes me feel very fatigued. """,6,5-Dec-09,13
5499,Temozolomide,Anaplastic Oligodendroglioma,"""It saved my life--what can I say?""",10,1-Jun-11,19
25634,Nabumetone,Rheumatoid Arthritis,"""Like Celebrex and Vioxx, this caused blood pressure spurts, along with dizziness, weakness, and other side effects. Too dangerous for me to take because of how high it would send my blood pressure within an hour or so of taking it.""",4,31-Aug-12,31
167487,Levonorgestrel,Emergency Contraception,"""Let me just tell you, to those reading these reviews, it&#039;s not worth the stress. To sum it up, my bf and I had unprotected sex on Feb 15 but he pulled out and since I forgot bout precum (he claims he doesn&#039;t have any) I needed to take the precaution, taking Plan B. He bought the pill and I took it approx 22 hrs after. I had little to no symptoms, first day I had little fatigue and my appetite increased. After so much research, turns out, if you&#039;re that 5% of which it doesn&#039;t work on its either because you took it too late or have already taken it before so your body is regulating the pill (that&#039;s from what I read) I&#039;m a senior in high school and have a lot of plans for my future. My period came today so being a mother is not on the list!!!""",9,26-Feb-16,11
107325,Implanon,Birth Control,"""I&#039;ve had Implanon for a little over a year and nothing but problems and heavy bleeding CONSTANTLY, since the 3rd week it was inserted. Maybe like 20 days all together have been off! But I will say one nice thing about it is, that you don&#039;t have to remember it each day or ever have to worry about changing it. """,1,13-Dec-11,0
171980,Meloxicam,Osteoarthritis,"""I have been using Mobic to relieve the pain from my Spinal Fusion I had in March/2001. I was previously on Bextra that was discontinued. I find this medication to work just as good as Bextra did.""",10,25-Sep-09,26
5706,Cevimeline,Sjogren's Syndrome,"""I also have taken Evoxac for years. I first asked my opthomologist to prescribe pilocarpine.  He would not, telling me to see an ENT physcian for this, as he felt there were to many side effects for this type of drug.  
I did get a Rx for the pilocarpine and then switched to Evoxac.  At first I could not perceive a benefit of this drug, but now I can tell when my dose (every eight hours) has worn off.
Also, I do not think that I have suffered any side effects from this drug.""",8,15-Jun-17,2
214628,Escitalopram,Generalized Anxiety Disorde,"""This drug is pretty great for depression, however I am on it for serious anxiety and it has only exacerbated it for me. I feel agitated a lot and have insatiable hunger that has caused me to gain a few pounds. There have also been some sexual side effects that have made sex a little more of a challenge.""",5,14-Aug-17,7
182297,ProAir RespiClick,"Asthma, acute","""I called
The pharmacy today, because this thing doesn&#039;t work. I had a asthma attack and had to use my breathing machine. It needs to be recalled.""",1,4-Apr-17,8
74152,Ethinyl estradiol / norethindrone,Birth Control,"""No side effects, very light periods. On my 3rd month, and no weight gain. Had a bit of a long period the first month, but since then, it&#039;s been perfect. The only gripe I have is that because it&#039;s so new, it&#039;s crazy expensive. $45 a month even with health insurance.""",9,17-May-11,100
50428,Gabapentin,Hot Flashes,"""I was prescribed gabapentin two years ago to help with night sweats, coincidentally I noticed that having always had mild to moderate anxiety I was much calmer and only became anxious as a result of a problem or crisis. recently I had an illness with nausea and loss of appetite, so stopped all my medications for 2 weeks. My anxiety went through the roof with panic attacks almost constantly, I have since found stopping Gabapentin abruptly is a no no, I took one 300mg last night and feel like my old self already, having had a nights sleep, after 2 weeks of insomnia. I think Gabapentin works extremely well, and I have no side effects. I hope my Dr doesn&#039;t ever want me to stop taking them, but if he does I now know it has to be a gradual process.""",8,2-Jan-13,97
136220,Relpax,Migraine,"""This is the best migraine medication for me.  I feel these are very different for each individual.  But this has been the most successful at completely aborting my migraines most of the time. With other types I have had to take a repeat dose to get the results needed to continue a normal day.""",10,23-Sep-09,6
195947,Levomilnacipran,Depression,"""I have had severe depression since my teens and have been on antidepressants for many years. Fortunately I have had beneficial effects from several over the years.  The most effective treatment to date has been a combination of Wellbutrin and Cymbalta. I took that combination for ten+ years and unfortunately I recently started slipping downward, increased depression and feeling out of control.  I  was prescribed Fetzima (transitioned off Cymbalta) and completed the starter pack with the only benefit being increased energy. My Dr then increased the doseage to 80mg and have been at 80mg for two + weeks.  I have never felt (for lack of a better word) so crazy in my life! I have been so irretiable, angry, depressed and unreasonable and feeling""",1,8-Jul-15,41
81588,Yaz,3</span> users found this comment helpful.,"""I took Yaz for a little over 2 years.  From around the age of 16 to 18.  I gained a little bit of weight, not much but EXTREMELY hard to lose.  Also, I experienced mood swings frequently.  Sometimes getting extremely upset and feeling the need to cry.  But the reason I stopped taking Yaz was because I started to get EXTREMELY BAD migraines/headaches.  These headaches would come VERY frequently.  I would say averaging around 2-5 days a week.  MIgraines run in my family but funny thing is I never experienced them before the pill.  Also, nothing would help these headaches.  I took everything from Tylenol to Excedrin Migraine.  Nothing helped.  Hoped this helped! good luck!""",3,1-Jun-10,3
207231,Valtrex,"Herpes Simplex, Suppression","""I found out I had genital hsv 1 about a month ago. I have never seen a sore or bump of any kind down there, but experienced a burning that I compared to being cut, literally. The doctor found a lesion by the vaginal opening, that looked like little paper cuts apparently. Anyhow the 500 mg Valtrex 1&times; daily started helping after 2 weeks. The weird nerve-like sensations I was experiencing were all gone after 3 weeks. The only negative side effect is fatigue after I take the dose.""",9,3-Sep-16,17
88199,Clindamycin,Bacterial Infection,"""This has been the most wonderful medicine for my 2 abscessed teeth. Yes both hit me at one time and it was very very painful and within 36 hours of taking it I could see a big difference such as less pain and decreased swelling. This is day 6 and I have no pain and no swelling.""",10,3-Jan-12,19
204639,BuSpar,Anxiety,"""It helps me from pulling my hair out but I still have anxiety.""",6,15-Jan-12,14
68134,Plan B,Emergency Contraception,"""I had unprotected sex and he ejaculated completely inside me. About 38 hours later, I took the pill with food and water. I was expecting my period about a week from that day. Throughout the whole time waiting for my period I had absolutely zero side affects, and it really really worried me. It was about 2 weeks after I took it that I finally got my period, and I was never so happy to be in so much pain.""",10,12-Dec-15,17
184954,Trolamine salicylate,Bursitis,"""Did help relieve some of the pain temporarily. Worth using it at night to help relieve pain to be able to sleep.""",7,19-Apr-09,25
213821,Tioconazole,Vaginal Yeast Infection,"""Awful! I put in the one time treatment around 11:15pm and I&#039;m up at 1am with the most intense itching/burning sensation of my life! I bought it because the antibiotic I&#039;m taking gave me a YI but this is completely terrible! I want to scratch my vag off. NEVER again.""",1,1-Feb-17,2
191572,Lisdexamfetamine,ADHD,"""I have been on Vyvanse for almost 2 years and have had no major symptoms. I had dry mouth, but that pretty much subsided. I did lose about 30lbs, but I&#039;m 5&#039;9&quot; and was weighing about 240lbs, so it wasn&#039;t as bad thing. I have ADHD, I started this medicine when I was almost 40. I&#039;m almost 42 and really have had a great experience. My son is on it for ADD, and my daughter for ADHD. She was just tested and accepted into the gifted program and he is 2 years younger and has had significant improvements to his grades and behavior. I would recommend.""",10,10-Mar-14,65
82584,Liraglutide,"Diabetes, Type 2","""I have only been on Victoza for less than a week now and already huge difference in my levels. Prior to Victoza I was on 2000mg Metforming, 5mg Onglyza following a low carb diet. That brought my levels down to an average of about 14 while fasting. Since being on the Victoza the highest reading I have had so far is a 12.5 which for me is incredible I can&#039;t wait to see what I will be at over the next month.  I am not focusing on the weight loss at the moment if it happens awesome, but I&#039;m most concerned about my sugars. As for side effects I have had very mild nausea and that&#039;s all.""",10,15-Apr-11,6
141047,Escitalopram,Anxiety,"""Day 2. Taking for major anxiety/ slight depression. 10mg daily. Anxiety is lifting and feel much more in control and calm. Only side symptom is a slight wheezy/ tired feeling. I took it last night about 9pm and was asleep by 11pm. First time in a year that a fell asleep without racing thoughts and worries.""",10,6-Oct-15,11
50666,Gabapentin,Pain,"""I have a spinal cord injury. I&#039;m 7 years in this year. The only thing I feel below my waist is nerve pain, its really bad in my feet. If it wasn&#039;t for the Neurontin and taking Cymbalta together I wouldn&#039;t be able to function because of the nerve pain. It does help but for me I cant take the generic gabapentin.""",6,4-Feb-11,22
145900,Qsymia,Weight Loss,"""My Dr agreed to over see putting me on Qsymia because he watched as I devotedly pursued everything else to no avail. I have now been on this for 1 week and have dropped 3 lbs. I have 60 to go and have all the patience in the world as long as I see progress. I do get tired midday laydown, ten minutes get up, I do get constipated but take those probiotic gummies that seem to help. I crave sweet but nothing really sounds good. I plan to start walking just a mile daily.""",9,24-Feb-13,46
168235,Rizatriptan,Migraine,"""At 59 years of age have been suffering migraines since I was 21. Think I have tried every medication available in the UK. Maxalt is the only thing that has ever worked for me.Pain usually gone after 20 minutes, before I took Maxalt I could be in bed for 2 days rolling around in agony. Only side effects are tiredness and strangely It makes me sneeze just once as soon as I have taken it. Maxalt has completely changed my life. Fortunate to live in UK as I get it free on national health prescription.""",10,29-Sep-13,24
